text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
I need a bit of #GBBO to cheer me up after a terrible day!,0,0,0,0,0,0,1,0,1,0,0
When @idinamenzel says she's releasing more #IdinaParty tickets and you set an alarm to not miss it... #fingerscrossed #Idina.,0,1,0,0,1,0,1,0,0,0,1
@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future  #gottawearshades #LetsGoYankees,1,0,1,0,0,0,1,0,0,0,0
in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,1,0,0,1,0,0,0,0,0,0,0
I was not made for this world. #empath #unhappy,0,0,0,0,0,0,0,0,1,0,0
"Df not be afraid to take a chance on peace, to teach peace, to live peace.Peace will be the last wordvof history Pope John Paul II",0,0,0,0,1,1,1,0,0,0,1
"@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat",1,0,0,0,0,0,0,0,1,0,0
i'm... nervous about this test rip,0,1,0,1,0,0,0,0,1,0,0
"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",0,0,0,0,0,0,0,0,0,0,0
@enews #breezy deserve it..,0,1,0,0,1,0,1,0,0,0,0
"@TheJonFedor @abdophoto My main hesitation to going to the Plus size. But if Apple can get the Plus to the 6 size, think of the ASP jump",0,1,0,0,0,0,1,0,1,0,0
#chirp look out for them Cars coming from the Wesszzz,0,1,0,0,0,0,0,0,0,0,0
"@GOP she's ahead in the polls &amp; after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary.",0,1,0,0,1,0,1,0,0,0,0
Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love,0,0,0,0,1,1,0,0,0,0,0
"@leighsteinberg April 25th, 2010 for me. Keep up the good work!! #sober #prouder",0,0,0,0,1,0,1,0,0,0,1
"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. #optimism",0,0,0,0,1,1,1,0,0,0,0
"@MaddenFreestyle i turn the game on wanting to play madden, and before i load up a game i just turn it off now.",0,0,0,0,0,0,0,0,0,0,0
i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in 😩,0,0,0,0,0,0,0,1,1,0,0
"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad 😷😷",0,0,1,0,0,0,0,1,1,0,0
I can't wait for you to listen to my new single 'Mystery' and my new album😋. #newmusic #newsingle #newalbum #2016 #popmusic #dark,0,1,0,0,1,1,0,0,0,0,0
Your future is bright. #Remember,0,0,0,0,1,0,1,0,0,0,0
Lets start there,0,0,0,0,0,0,0,0,0,0,0
Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues,0,1,0,0,0,0,1,0,0,0,1
"Don't be #afraid of the space between your #dreams and #reality. If you can #dream it, you can #make it so",0,0,0,1,0,0,1,0,0,0,1
"@Harry_Styles 💖\nHeart so pure and smile\nso bright, I love you\nmore than the number\nof stars at night.\nKindly follow me please\nHarry?\n—90,127",0,0,0,0,1,1,1,0,0,0,0
finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet,0,0,0,0,0,0,0,0,1,0,0
"As your own lives in order to complete our amazing life journey successfully, it is there. ",0,0,0,0,1,0,1,0,0,1,0
@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months #horrible,1,0,0,1,0,0,0,0,0,0,0
Hope I sleep - no nightmare of Bakewell tarts #yuk  #GBBO,0,0,0,1,0,0,0,0,0,0,0
will brawndo cure my depression? @MikeJudge #Idiocracytoday,0,0,0,0,0,0,0,0,1,0,0
Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. ― Mark Twain,0,0,0,0,0,0,1,0,0,0,0
"#TheWordOfGOD #taught, #preached #correctly will #ComfortTheAfflicted &amp; #AfflictTheComfortable; it will #offend &amp; #TellTheTruth #AboutSin!",0,0,0,0,1,0,1,0,0,0,0
#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge,1,1,1,0,0,0,1,0,0,0,0
@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far . #venkysout,0,1,0,0,0,0,0,0,0,0,0
I dislike people who get offended by the littlest shit .,1,0,1,0,0,0,0,0,0,0,0
@salutetroye you look adorable awe,0,0,0,0,1,1,0,0,0,0,0
"@warrensarahh @CjKiid awe, miss y'all too!:)",0,0,0,0,1,1,0,0,1,0,1
"@asjoshtaylor sadly I don't think I'll see you on tour, but have fun, you're gonna rock! 🎉👌🏻💙 #HotForMeTour",0,0,0,0,1,0,0,0,1,0,0
@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. ,0,1,0,0,1,0,1,0,0,0,0
"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory",0,1,0,0,1,0,1,0,0,0,0
New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror,1,0,1,1,0,0,0,0,0,0,0
F'n morons u23 SMFH can't just be lackadaisical,1,0,1,0,0,0,0,0,1,0,0
@shae_caitlin ur road rage gives me anxiety.,1,0,0,1,0,0,0,0,0,0,0
Rooney is 5 yards off the pace in a League Cup game against Northampton Town. Let that sink in for a moment. #MUFC,0,1,0,0,1,0,1,1,0,0,0
@chrisrock brings back great memories of hilarity on #SATURDAYNIGHTLIVE,0,0,0,0,1,1,0,0,0,0,0
@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad,0,0,0,0,0,0,0,1,1,0,0
"significantly, with a #bitter smile, 'let me",1,0,1,0,0,0,0,0,0,0,0
@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible,1,0,1,0,0,0,0,1,0,0,0
@FlannelJedi This is why I drink and watch You're the Worst as a way to cheer myself up.,0,0,1,0,0,0,1,0,1,0,0
@KennyCoble @Rosie these horrific situations will only get worse if trump is elected. vote Hillary.,0,0,0,1,0,0,0,0,0,0,0
@Tomstarling86 He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end.,0,0,0,0,1,0,0,0,0,0,0
Need advice on how to get out of this rut!!!!  #needmotivation,0,1,0,0,0,0,1,0,0,0,1
in health we did a think about depression and now i feel like i have it,0,0,0,0,0,0,0,0,1,0,0
@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!,0,0,0,0,1,0,0,0,0,0,0
"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!",0,1,0,0,1,0,1,0,0,0,0
Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.,0,1,0,1,0,0,0,0,0,0,1
“Worry is a down payment on a problem you may never have'.  Joyce Meyer. #motivation #leadership ,0,0,0,0,1,0,1,0,0,0,0
Muscled man with huge heart is messing with my brain and heart. #lost #confused,0,0,0,0,0,0,0,0,1,0,0
Follow this amazing Australian author @KristyBerridge #fiction  #zombies #angels #demons #vampires #werewolves #follow #authorlove,0,1,0,0,1,1,1,0,0,0,1
@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.,1,0,1,1,0,0,0,0,0,0,0
@rosalilium I'm wearing all black tomorrow to mourn. 😭💔,0,0,1,0,0,0,0,1,1,0,0
"@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?",0,1,0,0,0,0,0,0,0,0,0
@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances,1,1,1,1,0,0,0,0,0,0,0
@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back home😍,0,0,0,0,1,1,1,0,0,0,0
"@MannersAboveAll *laughs louder this time, shaking my head* That was really cheesy, wasn't it?",0,0,0,0,1,0,0,0,0,0,0
Whatt a trailerrrr !!! @karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !! #awestruck #longingformore,0,1,0,0,1,0,1,0,0,1,1
"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. ",1,0,1,0,0,0,0,0,1,0,0
When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,0,0,0,1,0,0,0,0,1,0,0
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? ",1,0,1,0,0,0,0,0,1,0,0
@LeafyIsHere will showing off biceps scare you?,0,0,0,1,0,0,0,0,0,0,0
@TeamGrout glee,0,0,0,0,1,0,0,0,0,0,0
Awake at 5.30am with a seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge and I'm in uni soon! #grim,1,0,1,0,0,0,0,0,1,0,0
courage the cowardly dog is like american horror story for kids,0,0,0,1,0,0,0,0,0,0,0
This is awful,0,0,1,0,0,0,0,0,0,0,0
Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power',0,0,0,0,0,0,1,0,0,0,0
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee,0,0,0,0,1,1,1,0,0,0,0
A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems .,0,0,0,0,1,0,1,0,1,0,0
@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process ,0,1,0,0,0,0,0,0,1,0,0
"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers",0,0,0,0,0,0,0,0,1,0,0
@downeysduckling nick fury,1,0,1,0,0,0,0,0,0,0,0
and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare,0,0,0,1,0,0,0,0,1,0,0
@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months ,0,0,0,0,0,0,0,0,1,0,0
The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire,0,0,0,0,1,0,1,0,0,0,0
"@alliex both, scrap *ll the rage instead",1,0,0,0,0,0,0,0,0,0,0
Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious,0,1,1,0,0,0,1,0,0,1,0
I think they may be #offended,0,1,0,0,0,0,0,0,0,0,0
@Fra93_bruno wow I'm just really sadden by that. Terrible,0,0,1,0,0,0,0,0,1,0,0
I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,1,0,1,0,0,0,0,1,0,0,0
I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh,1,0,1,0,0,0,0,0,1,0,0
can't believe Mint fest is two days away and i hate my outfit 😩😩🙈 #nightmare,1,0,1,1,0,0,0,0,1,0,0
Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.,0,1,0,0,0,0,0,1,1,0,0
"Glasgow Girls' is a real tonic @stratfordeast:an eclectic range of songs, barbed humour and eloquence in its fiery rage against injustice",1,1,1,1,1,0,1,0,0,0,0
Eat my ass' is no longer an insult,1,0,1,0,0,0,0,0,1,0,0
These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍,0,0,0,0,1,1,0,0,0,0,0
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol ",0,0,0,0,1,0,1,0,0,0,0
So is texting a guy 'I'm ready for sex now' considered flirting?' ,0,1,0,0,0,0,0,0,0,0,1
Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed ,0,0,0,0,1,0,1,0,0,0,0
"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",0,0,0,0,1,1,0,0,0,0,0
Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching,0,0,0,0,1,0,1,0,0,0,0
@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted,1,0,1,0,0,0,0,0,1,0,0
Why is it so windy? So glad I didn't ride my bike. #fear #wind,0,0,0,1,1,0,0,0,0,1,0
"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote",0,0,0,0,0,0,1,0,0,0,0
@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags,1,0,1,0,0,0,0,0,0,0,0
My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,0,0,0,0,1,0,1,0,0,0,0
"Brb, going 2 start killing random white people going about their normal days. Don't worry though i'm white, so they will safely apprehend me",1,1,1,0,0,0,0,0,1,0,0
".@marcorubio mentions his high school-aged daughters, 'should be a joyous occasion' when they go to college, not bring 'fear,' 'trepidation'",0,0,0,1,1,0,1,0,0,0,0
"When u /only/ talk 2 me or ask me 'how r things' just 2 get 2 say something u want, 4give me if I'm not elated 2 start a conversation with u",1,0,1,0,1,0,0,0,0,0,0
@swarbleflop @LightskinJesuSP they're both pretty awful when you look at them historically,1,0,1,0,0,0,0,0,0,0,0
"@my2k aaa Cam animated that, so proud of our boy",0,0,0,0,1,0,1,0,0,0,0
Having a terrific Tuesday? Crush it today with the Power of 4. Treat your internet like Pizza =D \n#PowerOf4,0,0,0,0,0,0,0,0,0,0,0
Watch this amazing live.ly broadcast by @mrgummyking #lively #musically,0,1,0,0,1,0,1,0,0,0,0
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,1,0,1,0,0,0,0,0,0,0,0
"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing",0,0,0,0,1,0,0,0,0,0,0
@ScmCIafIin 'Don't you know how nervous I was to see you?',0,0,0,1,0,0,0,1,1,0,0
@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters,1,0,1,1,0,0,0,0,0,0,0
@suddenlyapples This is an on-going affliction for me and the only cure is more Shiro,0,1,1,0,0,0,1,0,1,0,0
jstor's lingua obscura articles are always such a delight,0,0,0,0,1,1,1,0,0,0,1
Feel the wrath of my air-dropped pamphlets!,0,0,0,0,1,0,1,0,0,0,0
@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,1,0,1,0,0,0,0,0,0,0,0
"@LuluLemonLime83 wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and",0,0,1,0,0,0,0,0,1,0,0
@MichiganBromo Good optimism sir :),0,0,0,0,1,0,1,0,0,0,0
I'm such a shy girl🙄,0,0,0,0,0,0,0,0,1,0,0
PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story.  #CharlotteProtest #CharlotteRiot,0,1,0,1,0,0,0,0,0,0,0
What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle,0,0,0,1,1,0,1,0,0,0,0
"@noveliciouss OMG, that's such a beautiful quote.  #amwriting",0,0,0,0,1,0,1,0,0,1,0
Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 #terrible,1,0,1,1,0,0,0,0,1,0,0
mmmm i'm kinda sad i hope i can shake this before school,0,0,0,0,0,0,0,1,1,0,0
Every day I think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷😡🍞,0,0,0,1,1,0,0,0,0,0,0
"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",1,0,1,0,0,0,0,0,0,0,0
"@BratzHead happy birthday to the most beautiful cheerful sister ever, llnp 💕❣🎉",0,0,0,0,1,1,1,0,0,0,0
now playing yung fav song ni chavs #sober 😂,0,0,0,0,1,0,1,0,1,0,0
@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳,1,0,1,0,0,0,0,0,0,0,0
Everyone is raging,1,0,1,0,0,0,0,0,0,0,0
Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger,1,0,1,0,0,0,0,0,0,0,0
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. ,0,0,0,0,1,0,0,0,0,0,0
NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull,0,0,1,0,0,0,0,0,1,0,0
Watch this amazing live.ly broadcast by @flydudern  #musically,0,0,0,0,1,1,0,0,0,0,1
No one wants to win the wild card because you have to play the Cubs on the road.  #sadness,0,0,0,0,0,0,0,1,1,0,0
@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created #terrorism,1,0,1,1,0,0,0,0,0,0,0
Danish pastries...oh know my nightmare! Old boots is a good description #GBBO,0,1,0,1,0,0,0,1,0,0,0
@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,0,0,0,0,1,1,1,0,0,0,0
"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. #shocking",1,0,1,0,0,0,0,0,0,1,0
@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius ,1,1,1,0,0,0,0,1,0,0,0
Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance,0,0,0,0,1,1,0,0,0,0,0
The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.,0,0,0,0,1,0,1,0,0,1,0
